Degree,Specialization,YearOfPassing,CGPA,Certifications,JobRole
PhD,AI,2015,6.0,20,Data Scientist
M.Tech,ML,2016,7.15,19,AI Developer
Other,CSE,2024,6.58,20,Software Engineer
B.Tech,IT,2015,4.11,12,Software Engineer
M.Tech,IT,2022,4.26,19,Software Engineer
PhD,CE,2021,6.07,14,Software Engineer
M.Tech,CE,2024,7.35,6,Software Engineer
M.Tech,CSE,2019,3.5,14,Software Engineer
BCA,ML,2019,6.2,12,Data Scientist
B.Tech,Other,2018,6.17,9,ML Developer
BCA,CSE,2019,8.47,6,Software Engineer
M.Tech,DS,2020,6.34,13,Data Scientist
BCA,CSE,2022,7.26,3,Data Analyst
B.Tech,IT,2018,6.97,11,Software Engineer
BCA,CSE,2016,4.24,13,Software Engineer
B.Tech,IT,2017,7.72,13,Software Engineer
B.Tech,DS,2022,7.06,12,Data Analyst
B.Tech,IT,2017,7.41,6,Data Analyst
B.Tech,CSE,2019,10.0,17,Software Engineer
BCA,AI,2023,4.3,18,Software Engineer
B.Tech,AI,2018,8.87,3,AI Developer
M.Tech,DS,2021,6.46,9,Data Analyst
B.Tech,IT,2017,7.14,13,Software Engineer
B.Tech,Other,2019,6.75,20,Data Analyst
Other,CSE,2018,6.29,15,Software Engineer
BCA,CSE,2017,6.12,9,Software Engineer
B.Tech,CSE,2018,7.2,8,Software Engineer
B.Tech,ML,2017,4.98,1,AI Developer
B.Tech,CE,2024,7.7,16,Software Engineer
BCA,IT,2023,6.3,19,Software Engineer
B.Tech,CSE,2023,5.44,19,Software Engineer
B.Tech,AI,2021,6.26,9,Data Scientist
BCA,IT,2019,8.31,14,Software Engineer
B.Tech,DS,2018,6.16,11,Data Analyst
B.Tech,AI,2020,7.23,8,ML Developer
M.Tech,CE,2023,5.92,16,Software Engineer
M.Tech,CSE,2024,7.71,8,Data Analyst
BCA,AI,2023,7.62,8,ML Developer
M.Tech,CE,2024,9.02,15,Software Engineer
M.Tech,IT,2017,6.59,1,Data Analyst
M.Tech,CE,2020,7.6,16,Software Engineer
PhD,CSE,2020,6.92,3,Data Analyst
M.Tech,DS,2015,8.36,20,Data Analyst
BCA,DS,2021,5.94,7,Data Scientist
B.Tech,AI,2019,7.69,11,AI Developer
BCA,IT,2021,6.57,5,Data Analyst
PhD,Other,2015,6.72,12,Data Scientist
BCA,CE,2016,6.91,17,Software Engineer
B.Tech,CSE,2018,7.1,8,Software Engineer
BCA,CE,2022,6.66,4,Data Analyst
B.Tech,DS,2024,7.06,13,Data Scientist
B.Tech,IT,2020,8.69,6,Software Engineer
B.Tech,CSE,2021,7.98,9,Software Engineer
M.Tech,CSE,2021,7.84,7,Software Engineer
B.Tech,AI,2016,6.25,11,ML Developer
BCA,IT,2015,5.73,20,Software Engineer
B.Tech,AI,2020,7.95,4,AI Developer
Other,IT,2015,7.85,11,Software Engineer
B.Tech,CE,2024,8.57,19,Software Engineer
B.Tech,CE,2017,6.08,7,Data Analyst
B.Tech,CSE,2020,6.52,4,Software Engineer
M.Tech,AI,2022,4.83,6,Data Analyst
B.Tech,ML,2015,6.33,20,Manager
Other,DS,2016,8.0,10,Data Scientist
B.Tech,AI,2024,6.24,17,Software Engineer
Other,IT,2024,7.57,5,Data Analyst
Other,DS,2023,6.57,13,Data Scientist
Other,AI,2016,7.19,11,AI Developer
B.Tech,Other,2022,5.42,7,ML Developer
B.Tech,CE,2022,6.9,19,Software Engineer
B.Tech,IT,2020,3.21,17,Software Engineer
M.Tech,ML,2023,6.58,13,Data Analyst
M.Tech,CSE,2017,4.84,15,Software Engineer
BCA,CSE,2021,8.25,13,Software Engineer
B.Tech,CE,2015,7.73,16,Software Engineer
B.Tech,AI,2024,7.36,13,AI Developer
Other,ML,2015,8.63,17,Data Scientist
B.Tech,CE,2024,5.66,19,Software Engineer
M.Tech,AI,2015,8.9,18,AI Developer
Other,IT,2020,7.92,18,Software Engineer
B.Tech,ML,2021,6.52,17,Data Analyst
BCA,IT,2015,8.16,7,Software Engineer
M.Tech,CSE,2018,5.47,11,Software Engineer
B.Tech,CSE,2018,5.81,19,Software Engineer
M.Tech,CE,2021,6.07,7,Software Engineer
Other,CE,2018,6.17,11,Software Engineer
Other,Other,2018,5.53,12,ML Developer
B.Tech,CSE,2018,8.27,20,Software Engineer
M.Tech,DS,2021,6.49,19,Data Scientist
Other,CSE,2019,7.22,14,Software Engineer
M.Tech,IT,2021,6.12,13,Software Engineer
B.Tech,DS,2022,4.62,9,Data Scientist
M.Tech,IT,2022,7.12,5,Software Engineer
B.Tech,CSE,2017,4.51,16,Software Engineer
B.Tech,IT,2017,6.72,9,Software Engineer
Other,ML,2021,5.16,10,Data Analyst
B.Tech,DS,2019,9.18,4,Data Scientist
B.Tech,DS,2018,7.89,3,Data Analyst
M.Tech,CSE,2015,6.93,16,Software Engineer
M.Tech,CSE,2015,8.32,13,Software Engineer
B.Tech,ML,2016,5.78,8,ML Developer
M.Tech,IT,2017,7.45,15,Software Engineer
M.Tech,CE,2023,7.04,7,Software Engineer
BCA,CE,2015,7.12,5,Data Analyst
PhD,CSE,2017,8.33,12,Software Engineer
M.Tech,DS,2015,7.68,13,Data Analyst
Other,IT,2018,7.15,6,Software Engineer
B.Tech,ML,2015,4.81,15,Manager
BCA,AI,2019,5.65,18,Software Engineer
B.Tech,Other,2015,6.65,4,Data Scientist
B.Tech,IT,2015,6.91,20,Software Engineer
BCA,ML,2020,5.44,12,Manager
B.Tech,CSE,2018,9.69,1,Data Analyst
B.Tech,CE,2021,8.62,19,Software Engineer
B.Tech,CSE,2015,7.52,19,Software Engineer
M.Tech,CE,2022,6.89,19,Software Engineer
M.Tech,CSE,2024,6.55,13,Software Engineer
B.Tech,ML,2022,5.66,20,AI Developer
B.Tech,Other,2022,6.89,16,Software Engineer
M.Tech,DS,2018,7.11,5,Data Analyst
BCA,Other,2021,5.31,9,Software Engineer
B.Tech,CE,2019,7.2,5,Software Engineer
M.Tech,ML,2023,6.61,8,ML Developer
B.Tech,AI,2018,4.51,13,ML Developer
PhD,IT,2022,5.77,15,Software Engineer
Other,IT,2020,6.3,11,Software Engineer
M.Tech,CSE,2023,9.07,7,Software Engineer
B.Tech,CSE,2018,7.47,20,Software Engineer
B.Tech,IT,2021,5.2,12,Software Engineer
M.Tech,CSE,2017,7.38,16,Software Engineer
B.Tech,AI,2019,4.94,20,ML Developer
B.Tech,CSE,2023,8.1,6,Data Analyst
Other,IT,2022,6.23,1,Software Engineer
B.Tech,AI,2019,6.69,19,Software Engineer
M.Tech,AI,2018,8.39,5,ML Developer
M.Tech,DS,2017,5.26,16,Data Analyst
Other,AI,2015,5.12,4,Manager
B.Tech,CE,2015,6.1,11,Software Engineer
PhD,CSE,2020,8.05,7,Software Engineer
Other,CSE,2016,4.98,12,Software Engineer
M.Tech,CSE,2022,3.4,16,Software Engineer
B.Tech,CSE,2019,6.26,4,Software Engineer
Other,CSE,2021,7.46,4,Data Analyst
B.Tech,AI,2022,8.24,9,ML Developer
Other,Other,2017,6.24,15,Manager
BCA,CSE,2021,6.31,16,Software Engineer
B.Tech,CSE,2015,8.18,19,Software Engineer
M.Tech,ML,2022,4.56,19,Data Analyst
B.Tech,DS,2022,6.33,19,Data Analyst
B.Tech,CE,2020,7.03,3,Software Engineer
B.Tech,CSE,2021,7.34,5,Software Engineer
Other,ML,2018,6.19,11,AI Developer
BCA,DS,2016,6.84,12,Data Scientist
BCA,CE,2024,3.81,14,Software Engineer
Other,IT,2019,6.01,7,Data Analyst
Other,DS,2015,7.34,16,Data Analyst
B.Tech,AI,2019,5.62,9,ML Developer
Other,CSE,2019,6.87,15,Software Engineer
M.Tech,CSE,2015,7.34,5,Software Engineer
BCA,CE,2021,6.39,7,Data Analyst
B.Tech,CE,2019,7.0,13,Software Engineer
B.Tech,ML,2021,5.64,14,Data Scientist
B.Tech,DS,2019,6.55,18,Data Analyst
B.Tech,CE,2022,7.53,3,Data Analyst
PhD,DS,2015,6.99,5,Data Scientist
B.Tech,CE,2020,6.1,3,Software Engineer
M.Tech,CSE,2016,7.07,3,Software Engineer
BCA,ML,2020,7.66,20,AI Developer
M.Tech,Other,2022,4.34,11,Data Scientist
B.Tech,CSE,2017,8.19,7,Software Engineer
B.Tech,ML,2016,6.4,1,ML Developer
BCA,CSE,2015,7.31,3,Data Analyst
B.Tech,IT,2022,8.24,7,Data Analyst
M.Tech,CSE,2019,5.15,19,Software Engineer
PhD,CE,2017,5.95,17,Software Engineer
B.Tech,CSE,2018,6.45,9,Software Engineer
B.Tech,IT,2018,5.86,4,Software Engineer
B.Tech,ML,2018,8.88,6,AI Developer
BCA,CSE,2021,5.77,17,Software Engineer
M.Tech,CSE,2019,6.13,12,Software Engineer
BCA,IT,2019,7.05,10,Software Engineer
BCA,CE,2016,5.36,16,Software Engineer
B.Tech,ML,2024,6.33,14,Manager
M.Tech,DS,2022,7.18,1,Data Scientist
M.Tech,CSE,2020,6.4,20,Software Engineer
M.Tech,CE,2019,6.69,11,Software Engineer
M.Tech,ML,2022,6.16,12,ML Developer
B.Tech,IT,2023,4.98,7,Software Engineer
M.Tech,CE,2020,7.19,14,Software Engineer
M.Tech,IT,2021,8.91,15,Software Engineer
PhD,IT,2017,6.82,5,Data Analyst
B.Tech,CE,2017,7.07,11,Software Engineer
B.Tech,DS,2017,7.63,13,Data Analyst
B.Tech,ML,2017,5.28,5,Data Analyst
Other,CSE,2015,8.84,13,Software Engineer
M.Tech,CSE,2018,7.04,1,Data Analyst
B.Tech,CSE,2023,8.76,9,Software Engineer
B.Tech,IT,2022,5.92,14,Software Engineer
B.Tech,DS,2022,8.98,2,Data Analyst
B.Tech,Other,2022,7.73,20,AI Developer
B.Tech,IT,2022,7.46,7,Data Analyst
M.Tech,Other,2017,7.08,11,Data Scientist
B.Tech,AI,2024,6.5,4,Data Analyst
B.Tech,CSE,2020,8.24,5,Data Analyst
M.Tech,IT,2015,6.97,15,Software Engineer
B.Tech,CSE,2020,4.44,8,Data Analyst
M.Tech,DS,2022,5.46,9,Data Analyst
M.Tech,CSE,2018,6.58,5,Data Analyst
BCA,AI,2018,7.17,19,ML Developer
BCA,CSE,2024,6.73,16,Software Engineer
PhD,CSE,2016,8.26,13,Software Engineer
BCA,AI,2016,4.46,17,ML Developer
M.Tech,DS,2019,6.97,3,Data Analyst
BCA,ML,2019,4.62,5,AI Developer
BCA,CE,2018,7.71,8,Software Engineer
B.Tech,ML,2022,6.69,18,Software Engineer
BCA,Other,2022,7.3,11,Data Analyst
PhD,CSE,2018,5.76,20,Software Engineer
M.Tech,CSE,2015,8.34,7,Data Analyst
B.Tech,IT,2015,8.05,10,Software Engineer
B.Tech,CSE,2015,7.5,1,Data Analyst
B.Tech,IT,2017,6.64,15,Software Engineer
M.Tech,AI,2024,7.5,15,ML Developer
B.Tech,CSE,2019,5.95,7,Data Analyst
B.Tech,AI,2020,7.83,1,AI Developer
PhD,AI,2020,8.78,5,AI Developer
BCA,AI,2021,8.08,11,AI Developer
B.Tech,ML,2015,5.92,10,AI Developer
M.Tech,AI,2023,7.23,2,ML Developer
BCA,IT,2016,5.25,5,Software Engineer
B.Tech,CSE,2018,7.49,3,Data Analyst
Other,CSE,2021,7.34,11,Software Engineer
BCA,IT,2023,4.56,2,Data Analyst
M.Tech,IT,2017,5.41,18,Software Engineer
BCA,ML,2022,6.46,6,Manager
BCA,DS,2018,6.44,8,Data Analyst
M.Tech,CE,2018,5.35,16,Software Engineer
B.Tech,CSE,2018,7.27,5,Software Engineer
M.Tech,CSE,2021,7.1,1,Data Analyst
M.Tech,AI,2021,6.57,18,Manager
B.Tech,AI,2018,5.89,8,Data Analyst
M.Tech,CSE,2016,8.06,19,Software Engineer
PhD,IT,2017,8.79,13,Software Engineer
B.Tech,IT,2024,6.22,10,Software Engineer
B.Tech,IT,2021,6.07,6,Software Engineer
BCA,CSE,2018,7.39,11,Software Engineer
PhD,IT,2019,6.37,15,Software Engineer
B.Tech,AI,2023,6.63,13,Software Engineer
B.Tech,CE,2016,7.69,7,Software Engineer
BCA,ML,2019,4.51,7,Data Analyst
BCA,IT,2015,8.38,8,Data Analyst
B.Tech,CE,2015,6.89,7,Software Engineer
PhD,CSE,2021,6.31,11,Software Engineer
M.Tech,IT,2017,6.69,16,Software Engineer
M.Tech,AI,2018,6.75,3,Data Analyst
B.Tech,CE,2015,4.72,20,Software Engineer
B.Tech,CE,2019,8.59,1,Data Analyst
B.Tech,ML,2017,6.85,4,Manager
B.Tech,AI,2021,7.33,12,AI Developer
B.Tech,CE,2015,7.94,4,Data Analyst
B.Tech,IT,2018,5.57,4,Software Engineer
PhD,DS,2017,7.37,1,Data Analyst
BCA,IT,2024,6.48,18,Software Engineer
B.Tech,CE,2024,7.82,16,Software Engineer
B.Tech,AI,2018,4.25,3,ML Developer
M.Tech,CE,2022,6.68,14,Software Engineer
BCA,IT,2015,6.08,19,Software Engineer
PhD,AI,2019,7.32,10,ML Developer
B.Tech,CSE,2019,7.36,7,Software Engineer
M.Tech,ML,2015,5.95,19,ML Developer
M.Tech,ML,2018,5.95,2,AI Developer
B.Tech,AI,2022,6.67,16,Data Analyst
B.Tech,AI,2020,5.72,18,Data Analyst
B.Tech,ML,2020,7.81,14,AI Developer
B.Tech,IT,2020,6.36,10,Software Engineer
B.Tech,AI,2022,3.31,18,ML Developer
B.Tech,IT,2024,6.35,9,Software Engineer
PhD,CSE,2020,5.55,15,Software Engineer
M.Tech,IT,2017,4.84,2,Data Analyst
M.Tech,DS,2017,5.32,20,Data Analyst
M.Tech,ML,2024,6.93,5,Software Engineer
BCA,IT,2021,8.39,4,Software Engineer
M.Tech,AI,2019,7.18,18,ML Developer
B.Tech,CSE,2020,6.07,16,Software Engineer
B.Tech,ML,2020,7.35,18,Data Scientist
M.Tech,ML,2018,6.25,19,AI Developer
BCA,AI,2016,5.97,8,Data Scientist
M.Tech,CSE,2018,5.41,1,Software Engineer
M.Tech,DS,2019,4.7,8,Data Scientist
B.Tech,CSE,2016,6.33,7,Software Engineer
B.Tech,CSE,2018,6.99,6,Software Engineer
B.Tech,IT,2016,6.68,14,Software Engineer
Other,AI,2015,6.3,20,AI Developer
B.Tech,IT,2019,5.67,14,Software Engineer
M.Tech,DS,2024,7.53,19,Data Analyst
M.Tech,CE,2020,5.22,12,Software Engineer
B.Tech,ML,2021,7.73,18,ML Developer
B.Tech,AI,2020,5.6,16,Manager
B.Tech,Other,2016,5.9,16,AI Developer
M.Tech,CE,2016,5.04,15,Software Engineer
B.Tech,CSE,2024,6.2,16,Software Engineer
B.Tech,CSE,2022,7.97,7,Data Analyst
B.Tech,AI,2024,7.42,1,Data Scientist
B.Tech,IT,2022,7.97,9,Software Engineer
M.Tech,IT,2023,7.43,2,Data Analyst
M.Tech,AI,2022,5.48,6,ML Developer
B.Tech,CSE,2019,6.4,20,Software Engineer
B.Tech,CSE,2017,5.86,3,Software Engineer
M.Tech,CSE,2021,8.4,6,Data Analyst
B.Tech,CSE,2020,5.36,19,Software Engineer
BCA,CSE,2022,7.87,4,Software Engineer
B.Tech,CSE,2024,7.87,19,Software Engineer
B.Tech,IT,2021,9.0,1,Data Analyst
M.Tech,CSE,2022,6.31,2,Data Analyst
B.Tech,ML,2016,7.65,3,AI Developer
PhD,AI,2022,9.54,13,ML Developer
B.Tech,DS,2017,6.06,4,Data Analyst
B.Tech,CSE,2018,4.96,15,Software Engineer
M.Tech,IT,2023,4.54,9,Software Engineer
M.Tech,Other,2017,7.66,19,ML Developer
B.Tech,CE,2018,4.54,5,Data Analyst
B.Tech,ML,2015,6.35,12,Manager
M.Tech,CE,2023,7.32,9,Software Engineer
